title,authors,isbn,isbn13,language_code,  num_pages,publication_date,publisher,Unnamed: 12
A Guided Tour of 5 Works by Plato: Euthyphro/Apology/Crito/Phaedo/Cave,Christopher Biffle/Plato,1559343567,9.78156E+12,eng,125,12/28/95,Mayfield Publishing Company (NY),
Midnight for Charlie Bone (The Children of the Red King  #1),Jenny Nimmo,439474299,9.78044E+12,eng,401,3/1/03,Orchard Books,
The Midnight Mystery (The Boxcar Children  #95),Gertrude Chandler Warner,080755538X,9.78081E+12,eng,128,1/1/03,Albert Whitman  Company,
Within a Budding Grove (In Search of Lost Time  #2),Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin/D.J. Enright,375752196,9.78038E+12,eng,749,11/3/98,Modern Library,
Exclusion & Embrace: A Theological Exploration of Identity  Otherness  and Reconciliation,Miroslav Volf,687002826,9.78069E+12,eng,306,12/1/96,Abingdon Press,
A Time to Embrace (Timeless Love  #2),Karen Kingsbury,1595542329,9.7816E+12,eng,400,10/29/06,Thomas Nelson,
Devil's Embrace (Devil  #1),Catherine Coulter,451200268,9.78045E+12,eng,397,5/1/00,Signet,
The Book of Embraces,Eduardo Galeano/Cedric Belfrage/Mark Schafer,393308553,9.78039E+12,eng,288,4/17/92,W.W. Norton & Company,
Experiencing Father's Embrace,Jack Frost,768423481,9.78077E+12,eng,256,4/1/06,Destiny Image Incorporated,
A Time to Embrace: Same-Gender Relationships in Religion  Law  and Politics,William Stacy Johnson,080282966X,9.7808E+12,en-US,330,11/1/06,William B. Eerdmans Publishing Company,
Memory's Embrace (Corbins  #3),Linda Lael Miller,671737694,9.78067E+12,eng,320,6/1/91,Pocket Books,
Beauty: The Invisible Embrace,John O'Donohue,60957263,9.78006E+12,en-US,261,3/1/05,Harper Perennial,
Embrace,Mark Behr,349113009,9.78035E+12,eng,726,2/1/01,Little  Brown Book Group,
Saving Fish from Drowning,Amy Tan,034546401X,9.78035E+12,eng,472,9/26/06,Ballantine Books,
Un Lugar Llamado Nada,Amy Tan/Claudia Conde,840806701X,9.78841E+12,spa,475,8/30/06,Planeta Publishing,
Virginia Woolf: An Inner Life,Julia Briggs,156032295,9.78016E+12,eng,544,11/6/06,Mariner Books,
Measure for Measure,William Shakespeare,014101380X,9.78014E+12,eng,224,10/27/05,Penguin Group(CA),
Henry Adams and the Making of America,Garry Wills,618134301,9.78062E+12,en-US,480,9/14/05,Houghton Mifflin Harcourt,
Persepolis: The Story of a Childhood (Persepolis  #1),Marjane Satrapi/Mattias Ripa,037571457X,9.78038E+12,eng,153,6/1/04,Pantheon,
Persepolis 2: The Story of a Return (Persepolis  #2),Marjane Satrapi/Anjali Singh,375714669,9.78038E+12,eng,187,8/2/05,Pantheon Books,
Chicken with Plums,Marjane Satrapi,375424156,9.78038E+12,en-US,84,10/3/06,Pantheon Books,
Embroideries,Marjane Satrapi/Anjali Singh,375714677,9.78038E+12,eng,144,4/18/06,Pantheon,
The Shadow of the Wind (The Cemetery of Forgotten Books  #1),Carlos Ruiz Zafón/Lucia Graves,753820250,9.78075E+12,eng,520,10/5/05,Phoenix Press,
Peter and the Shadow Thieves (Peter and the Starcatchers  #2),Dave Barry/Ridley Pearson/Greg Call,078683787X,9.78079E+12,eng,557,7/15/06,Hyperion Books,
Ender's Shadow (The Shadow Series  #1),Orson Scott Card,765342405,9.78077E+12,eng,469,5/19/02,Starscape,
Shadow of the Hegemon (The Shadow Series  #2),Orson Scott Card,812565959,9.78081E+12,eng,451,12/9/01,Tor Books,
Shadow Dance (Buchanan-Renard  #6),Julie Garwood,345453867,9.78035E+12,eng,336,12/26/06,Ballantine Books,
The Shadow Rising (The Wheel of Time  #4),Robert Jordan,812513738,9.78081E+12,eng,1007,10/15/93,Tom Doherty Tor Fantasy,
The Shadow Party: How George Soros  Hillary Clinton  and Sixties Radicals Seized Control of the Democratic Party,David Horowitz/Richard Poe,1595550445,9.7816E+12,en-US,304,8/6/06,Thomas Nelson,
Cast in Shadow (Chronicles of Elantra  #1),Michelle Sagara/Michelle Sagara West,373802544,9.78037E+12,eng,507,7/1/05,Luna,
Owning Your Own Shadow: Understanding the Dark Side of the Psyche,Robert A. Johnson,62507540,9.78006E+12,eng,118,6/9/09,HarperOne,
In Praise of Shadows,Jun'ichirō Tanizaki/Thomas J. Harper/Edward G. Seidensticker,99283573,9.7801E+12,eng,73,5/3/01,Vintage Classics,
Shadow of the Almighty: The Life and Testament of Jim Elliot,Elisabeth Elliot,006062213X,9.78006E+12,eng,272,9/29/09,HarperOne,
Shadow Game (GhostWalkers  #1),Christine Feehan,515135968,9.78052E+12,eng,323,8/26/03,Berkley Books,
The Elephant Vanishes,Haruki Murakami/Alfred Birnbaum/Jay Rubin,99448750,9.7801E+12,eng,327,12/1/03,Vintage Books,
Sputnik Sweetheart,Haruki Murakami/Philip Gabriel,99448475,9.7801E+12,eng,229,10/3/02,Vintage,
Back to Wando Passo,David     Payne,60851899,9.78006E+12,en-US,448,5/23/06,William Morrow,
Still Life with Woodpecker,Tom Robbins,184243022X,9.78184E+12,eng,288,4/9/01,No Exit Press,
Half Asleep in Frog Pajamas,Tom Robbins,184243036X,9.78184E+12,eng,389,1/5/02,No Exit Press,
Fierce Invalids Home from Hot Climates,Tom Robbins,553107755,9.78055E+12,en-US,415,5/2/00,Bantam Books,
PanAroma: Jitterbug Perfume,Tom Robbins/Nikolaus Hansen,3499156717,9.7835E+12,ger,556,12/5/85,Rowohlt Verlag,
Ein Platz für Hot Dogs: Another Roadside Attraction,Tom Robbins/Pociao/Roberto de Hollanda,3499154293,9.7835E+12,ger,376,6/1/97,Rowohlt Verlag,
Halbschlaf im Froschpyjama,Tom Robbins/Pociao/Walter Hartmann,3499224429,9.7835E+12,ger,459,11/2/98,Rowohlt Verlag,
God Bless You  Mr. Rosewater,Kurt Vonnegut Jr.,385333471,9.78039E+12,eng,288,9/8/98,Dial Press,
Wampeters  Foma and Granfalloons,Kurt Vonnegut Jr.,385333811,9.78039E+12,en-US,318,1/12/99,Dial Press Trade Paperback,
Mother Night,Kurt Vonnegut Jr.,385334141,9.78039E+12,eng,282,5/11/99,Dial Press,
Galápagos,Kurt Vonnegut Jr.,385333870,9.78039E+12,eng,324,1/12/99,Dial Press,
Timequake,Kurt Vonnegut Jr.,99267543,9.7801E+12,eng,219,8/6/98,Vintage Classics,
Slapstick  or Lonesome No More!,Kurt Vonnegut Jr.,385334230,9.78039E+12,eng,288,5/11/99,Dial Press,
Like Shaking Hands with God: A Conversation About Writing,Kurt Vonnegut Jr./Lee Stringer,743410580,9.78074E+12,en-US,80,12/1/00,Washington Square Press,
Palm Sunday: An Autobiographical Collage,Kurt Vonnegut Jr.,385334265,9.78039E+12,eng,300,5/11/99,Dial Press,
Sun  Moon  Star,Kurt Vonnegut Jr./Ivan Chermayeff,60263199,9.78006E+12,eng,62,1/1/80,HarperCollins Publishers,
Cat's Cradle/God Bless You Mr. Rosewater/Breakfast of Champions,Kurt Vonnegut Jr.,051712436X,9.78052E+12,eng,527,5/28/95,Wings Books,
Bradbury Stories: 100 of His Most Celebrated Tales,Ray Bradbury,60544880,9.78006E+12,eng,912,4/5/05,William Morrow Paperbacks,
Farewell Summer (Green Town  #3),Ray Bradbury,61131547,9.78006E+12,eng,211,10/17/06,William Morrow,
Classic Stories 1: The Golden Apples of the Sun/R is for Rocket,Ray Bradbury,553286374,9.78055E+12,eng,348,4/7/90,Bantam Books,
Dandelion Wine,Ray Bradbury,380977265,9.78038E+12,en-US,267,2/1/99,William Morrow,
The Homecoming,Ray Bradbury/Dave McKean,60859628,9.78006E+12,en-US,56,8/30/06,Collins Design,
Zen in the Art of Writing: Essays on Creativity,Ray Bradbury,1877741094,9.78188E+12,en-US,176,8/1/93,Joshua Odell Editions,
Switch on the Night,Ray Bradbury/Leo Dillon/Diane Dillon,553112449,9.78055E+12,en-US,40,9/14/04,Dragonfly Books,
The Best of Ray Bradbury,Ray Bradbury/Dave Gibbons/Richard Corben/Mike Mignola,743474767,9.78074E+12,eng,162,6/21/12,iBooks,
The Bradbury Chronicles: The Life of Ray Bradbury,Sam Weller,60545844,9.78006E+12,en-US,384,2/21/06,Harper Perennial,
The Cat's Pajamas,Ray Bradbury,60777338,9.78006E+12,eng,234,7/26/05,William Morrow Paperbacks,
Essays,George Orwell/John Carey,375415033,9.78038E+12,eng,1369,10/15/02,Everyman's Library Classics,
Why I Write,George Orwell,143036351,9.78014E+12,eng,120,9/6/05,Penguin Books,
Homage to Catalonia,George Orwell/Lionel Trilling,156421178,9.78016E+12,eng,232,10/22/80,Harcourt  Inc.(Harvest Book),
Keep the Aspidistra Flying,George Orwell,141183721,9.78014E+12,eng,277,10/26/00,Penguin Books Ltd,
The Orwell Reader: Fiction  Essays  and Reportage,George Orwell/Richard H. Rovere,156701766,9.78016E+12,eng,480,3/8/61,Mariner Books,
If on a Winter's Night a Traveler,Italo Calvino/William Weaver/Peter Washington,679420258,9.78068E+12,eng,254,6/1/93,Everyman's Library,
Parachutes & Kisses,Erica Jong,1585425001,9.78159E+12,eng,405,8/3/06,Tarcherperigee,
Fear of Fifty: A Midlife Memoir,Erica Jong,1585425249,9.78159E+12,eng,329,9/7/06,Tarcherperigee,
How to Save Your Own Life: An Isadora Wing Novel,Erica Jong/Anthony Burgess,1585424994,9.78159E+12,eng,313,7/6/06,Tarcherperigee,
Any Woman's Blues,Erica Jong,1585425494,9.78159E+12,eng,362,1/1/07,Tarcherperigee,
What Do Women Want?: Essays by Erica Jong,Erica Jong,1585425540,9.78159E+12,eng,309,5/10/07,Tarcherperigee,
Fanny: Being the True History of the Adventures of Fanny Hackabout-Jones,Erica Jong,393324354,9.78039E+12,eng,512,5/17/03,W. W. Norton  Company,
Serenissima aka Shylock's Daughter,Erica Jong,440201047,9.78044E+12,eng,384,3/1/88,Dell,
Dogeaters,Jessica Hagedorn,1559362154,9.78156E+12,eng,96,12/1/02,Theatre Communications Group,
Crescent and Star: Turkey Between Two Worlds,Stephen Kinzer,374528667,9.78037E+12,eng,272,9/4/02,Farrar  Straus and Giroux,
Love in the Time of Cholera,Gabriel García Márquez/Edith Grossman,140003468X,9.7814E+12,eng,348,10/5/03,Vintage International,
El amor en los tiempos del cólera,Gabriel García Márquez,9500703203,9.7895E+12,spa,451,1/1/92,Sudamericana,
Gabriel Garcia Marquez's Love in the Time of Cholera: A Reader's Guide,Thomas Fahy,826414753,9.78083E+12,eng,188,4/10/03,Bloomsbury Academic,
The Unbearable Lightness of Being,Milan Kundera/Michael Henry Heim,571224385,9.78057E+12,eng,320,10/27/09,Harper Perennial,
Obasan,Joy Kogawa,385468865,9.78039E+12,eng,320,12/27/93,Anchor Books,
Ender's Game Boxed Set: Ender's Game  Ender's Shadow  Shadow of the Hegemon,Orson Scott Card,765344955,9.78077E+12,en-US,1296,9/16/02,Tor Books,
Speaker for the Dead (Ender's Saga  #2),Orson Scott Card,812532570,9.78081E+12,eng,432,2/15/87,Tor Books,
The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,307237699,9.78031E+12,eng,375,10/17/06,Crown,
Mao: The Unknown Story,Jung Chang/Jon Halliday,679746323,9.78068E+12,eng,801,11/14/06,Anchor Books,
The Art of War,Mao Zedong,097607267X,9.78098E+12,eng,328,4/1/05,El Paso Norte Press,
Oracle Bones: A Journey Between China's Past and Present,Peter Hessler,60826584,9.78006E+12,eng,512,4/25/06,Harper,
Wild Swans: Three Daughters of China,Jung Chang,7176155,9.78001E+12,eng,666,4/5/04,Harper Perennial,
The Wild Swans,Peg Kerr,446608475,9.78045E+12,eng,464,11/1/01,Aspect,
Women in Love,D.H. Lawrence,486424588,9.78049E+12,eng,416,1/15/03,Dover Publications,
Women Who Love Too Much,Robin Norwood,99474123,9.7801E+12,eng,314,9/2/04,Arrow,
Men Who Hate Women and the Women Who Love Them: When Loving Hurts and You Don't Know Why,Susan Forward/Joan Torres,553381415,9.78055E+12,eng,304,1/2/02,Bantam,
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,767902521,9.78077E+12,eng,284,5/4/99,Broadway Books,
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,307279464,9.78031E+12,eng,397,12/26/06,Anchor Books,
A Walk in the Woods (Stickerific),Walt Disney Company,736411038,9.78074E+12,eng,16,1/23/01,Golden/Disney,
The Fortress of Solitude,Jonathan Lethem,571219357,9.78057E+12,eng,528,1/6/05,Faber and Faber,
Fortress of Solitude / The Devil Genghis,Kenneth Robeson/Lester Dent,1932806490,9.78193E+12,eng,128,12/1/06,Nostalgia Ventures,
Our Ancestors: The Cloven Viscount  The Baron in the Trees  The Non-Existent Knight,Italo Calvino,330261568,9.78033E+12,eng,393,12/31/80,Picador,
Difficult Loves,Italo Calvino,156260557,9.78016E+12,en-US,300,9/23/85,Mariner Books,
The Nonexistent Knight & The Cloven Viscount,Italo Calvino,156659751,9.78016E+12,en-US,272,3/28/77,Mariner Books,
The View from Castle Rock,Alice Munro,1400042828,9.7814E+12,eng,349,11/7/06,Alfred A. Knopf,
The View From Castle Rock,Alice Munro,771065264,9.78077E+12,eng,368,11/19/08,McClelland and Stewart,
Crossing to Safety,Wallace Stegner/Terry Tempest Williams/T.H. Watkins,037575931X,9.78038E+12,eng,368,4/9/02,Modern Library,
Oh Rats! The Story of Rats and People,Albert Marrin/C.B. Mordan,525477624,9.78053E+12,eng,48,8/17/06,Dutton Books for Young Readers,
King Rat (Asian Saga  #4),James Clavell,385333765,9.78039E+12,eng,368,5/19/09,Delta,
Rat Bastards: The Life and Times of South Boston's Most Honorable Irish Mobster,"John ""Red"" Shea/Mark Wahlberg",60837160,9.78006E+12,eng,304,3/14/06,William Morrow,
Julius Knipl  Real Estate Photographer: The Beauty Supply District,Ben Katchor,375700986,9.78038E+12,eng,120,8/12/03,Pantheon,
Blind Willow  Sleeping Woman: 24 Stories,Haruki Murakami/Ellen Archer/Patrick Lawlor,1400102952,9.7814E+12,eng,0,10/15/06,Tantor Media,
Blind Willow  Sleeping Woman,Haruki Murakami/Philip Gabriel/Jay Rubin,1400044618,9.7814E+12,eng,333,8/29/06,Alfred A. Knopf,
The Bookseller of Kabul,Åsne Seierstad/Ingrid Christopherson,316159417,9.78032E+12,en-US,288,10/26/04,Little  Brown and Company,
Jasmine and Stars: Reading More Than Lolita in Tehran,Fatemeh Keshavarz,807831093,9.78081E+12,en-US,174,3/5/07,University of North Carolina Press,
Making Globalization Work,Joseph E. Stiglitz,393061221,9.78039E+12,eng,384,9/17/06,W. W. Norton  Company,
Prep : A Novel,Curtis Sittenfeld,081297235X,9.78081E+12,eng,420,11/22/05,Random House Trade Paperbacks,
Tan fuerte  tan cerca,Jonathan Safran Foer,8426415164,9.78843E+12,eng,457,9/30/05,Lumen,
The Wizard of Oz,Salman Rushdie/Richard Maltby/Melvyn Bragg,851703003,9.78085E+12,eng,69,5/27/92,British Film Institute,
The Ground Beneath Her Feet,Salman Rushdie,312254997,9.78031E+12,eng,576,3/16/00,Picador,
The Moor's Last Sigh,Salman Rushdie,009959241X,9.7801E+12,eng,434,7/4/96,Vintage,
Los Versos Satánicos,Salman Rushdie,8497598369,9.7885E+12,spa,679,8/30/03,Debolsillo,
Dangling Man,Saul Bellow/Salman Rushdie,140189351,9.78014E+12,eng,191,10/1/96,Penguin Classics,
Grimus,Salman Rushdie,812969995,9.78081E+12,eng,320,9/30/03,Random House Trade,
Breakfast at Tiffany's,Truman Capote,140274111,9.78014E+12,eng,157,9/3/98,Penguin Books,
Jesus' Son,Denis Johnson,041377242X,9.78041E+12,eng,192,1/23/07,Methuen Publishing,
Angels,Denis Johnson,99440830,9.7801E+12,eng,209,3/6/03,Vintage,
The Throne of the Third Heaven of the Nations Millennium General Assembly: Poems Collected and New,Denis Johnson,60926961,9.78006E+12,eng,225,1/1/96,Harper Perennial,
The Stars at Noon,Denis Johnson,60976101,9.78006E+12,eng,192,5/30/00,Harper Perennial,
The Rules of Attraction,Bret Easton Ellis,067978148X,9.78068E+12,eng,283,6/30/98,Vintage Contemporaries,
Glamorama,Bret Easton Ellis,375703845,9.78038E+12,eng,546,3/21/00,Vintage,
Less Than Zero,Bret Easton Ellis,679781498,9.78068E+12,eng,208,6/9/10,Vintage Books,
A Christmas Memory,Truman Capote,375837892,9.78038E+12,eng,48,10/10/06,Knopf Books for Young Readers,
In Cold Blood,Truman Capote/Bob Colacello,375507906,9.78038E+12,eng,343,3/5/02,Modern Library,
The Southern Haunting of Truman Capote,James C.    Simmons/Marie Rudisill,1581821360,9.78158E+12,eng,135,10/1/00,Cumberland House Publishing,
Summer Crossing,Truman Capote,812975936,9.78081E+12,eng,142,9/28/06,Modern Library,
Answered Prayers,Truman Capote,141185937,9.78014E+12,eng,192,10/25/01,Penguin Classics,
The Grass Harp  Including A Tree of Night and Other Stories,Truman Capote,679745572,9.78068E+12,eng,272,9/28/93,Vintage,
From Babylon to Timbuktu: A History of the Ancient Black Races Including the Black Hebrews,Rudolph R. Windsor/El Hagahn,962088110,9.78096E+12,eng,151,8/25/06,Windsor Golden Series,
Cruelest Journey: Six Hundred Miles To Timbuktu,Kira Salak,792274571,9.78079E+12,eng,320,11/1/04,National Geographic Society,
Between Time and Timbuktu or Prometheus-5,Kurt Vonnegut Jr.,385280793,9.78039E+12,eng,304,7/15/72,Delta,
Murder in Amsterdam: The Death of Theo van Gogh and the Limits of Tolerance,Ian Buruma,1594201080,9.78159E+12,eng,288,9/7/06,Penguin Press HC  The,
The Cement Garden,Ian McEwan,99468387,9.7801E+12,eng,144,8/5/04,Vintage,
Atonement,Ian McEwan,99429799,9.7801E+12,eng,372,5/2/02,Vintage,
Gertrud The Great Of Helfta: Spiritual Exercises,Gertrude the Great/Gertrud Jaron Lewis,879074493,9.78088E+12,eng,165,11/1/89,Cistercian Publications,
Gertrud,Hermann Hesse,3518373900,9.78352E+12,ger,180,1/1/83,Suhrkamp,
Der Prozess,Franz Kafka,805232117,9.78081E+12,ger,0,5/5/88,Schocken,
Naokos Lächeln,Haruki Murakami/Ursula Gräfe,3442730503,9.78344E+12,ger,416,2/1/03,btb,
The Ruined Map,Kōbō Abe/E. Dale Saunders,375726527,9.78038E+12,eng,304,12/4/01,Vintage,
The Face of Another,Kōbō Abe/E. Dale Saunders,375726535,9.78038E+12,eng,238,2/4/03,Vintage,
Three Plays: Involuntary Homicide / The Green Stockings / The Ghost is Here,Kōbō Abe/Donald Keene,231082819,9.78023E+12,eng,233,3/1/97,Columbia University Press,
Secret Rendezvous,Kōbō Abe/Juliet Winters Carpenter,375726543,9.78038E+12,eng,192,7/9/02,Vintage,
Oracle Night,Paul Auster,965913228,9.78097E+12,eng,245,12/2/03,Henry Holt,
Eleanor Rigby,Douglas Coupland,1582346437,9.78158E+12,eng,272,5/30/06,Bloomsbury USA,
Homo Faber,Max Frisch,156421356,9.78016E+12,eng,228,5/1/94,Mariner Books,
Erläuterungen Zu Max Frisch  Homo Faber,Bernd Matzkowski,3804417833,9.7838E+12,ger,104,5/11/02,C. Bange,
Homo faber: Ein Bericht.,Max Frisch,3458340440,9.78346E+12,ger,298,1/1/95,Insel,
The Philosophy of Jean-Paul Sartre,Jean-Paul Sartre,1400076323,9.7814E+12,eng,512,5/27/03,Vintage,
Being and Nothingness,Jean-Paul Sartre/Hazel E. Barnes/Mary Warnock/Richard Eyre,415278481,9.78042E+12,eng,688,8/28/03,Routledge,
The Age of Reason,Jean-Paul Sartre,679738959,9.78068E+12,eng,408,7/7/92,Vintage International,
Die Entdeckung der Langsamkeit,Sten Nadolny,3492207006,9.78349E+12,ger,358,3/28/99,Piper Verlag,
Youth in Revolt: The Journals of Nick Twisp,C.D. Payne,385481969,9.78039E+12,eng,512,1/1/01,Broadway Books,
And I Don't Want to Live This Life: A Mother's Story of Her Daughter's Murder,Deborah Spungen,449911411,9.78045E+12,eng,408,9/29/96,Ballantine Books,
Sid and Nancy: Love Kills,Alex Cox/Abbe Wool,571145450,9.78057E+12,eng,143,12/31/86,Faber & Faber,
Flags of Our Fathers,James D. Bradley/Ron Powers,553384155,9.78055E+12,eng,382,8/29/06,Bantam,
Flags of Our Fathers: A Young People's Edition,Michael R. French/Ron Powers/James D. Bradley,440229200,9.78044E+12,eng,224,8/1/06,Laurel Leaf Library,
A Long Way Down,Nick Hornby,1594481938,9.78159E+12,eng,368,5/2/06,Riverhead Books,
Clockwork (Cover to Cover),Philip Pullman,185549695X,9.78186E+12,eng,0,7/29/02,BBC Audiobooks,
Mary Queen of Scots,Antonia Fraser,038531129X,9.78039E+12,eng,568,9/1/93,Delta,
Mary Queen of Scots and the Murder of Lord Darnley,Alison Weir,712664564,9.78071E+12,eng,640,2/5/04,Pimlico,
On the Trail of Mary  Queen of Scots,J. Keith Cheetham,946487502,9.78095E+12,eng,192,6/1/99,Luath Press Ltd,
River of Blue Fire (Otherland  #2),Tad Williams,886778441,9.78089E+12,eng,675,9/1/99,Daw Books,
Mary  Queen of Scots: Queen Without a Country,Kathryn Lasky,439194040,9.78044E+12,eng,202,5/1/02,Scholastic,
Mountain of Black Glass (Otherland  #3),Tad Williams,886779065,9.78089E+12,eng,749,9/12/00,Daw Books,
Mary  Queen of Scots: Pride  Passion and a Kingdom Lost,Jenny Wormald,1860645887,9.78186E+12,eng,224,5/4/01,Tauris Parke Paperbacks,
Queen of Scots: The True Life of Mary Stuart,John Guy,618254110,9.78062E+12,eng,581,4/7/04,Houghton Mifflin,
The Last Wife of Henry VIII,Carolly Erickson,312352182,9.78031E+12,en-US,326,10/3/06,St. Martin's Press,
The Children of Henry VIII,Alison Weir,345407865,9.78035E+12,eng,385,7/8/97,Ballantine Books,
The Last Days of Henry VIII,Robert Hutchinson,60837330,9.78006E+12,eng,368,9/20/05,William Morrow,
The Autobiography of Henry VIII: With Notes by His Fool  Will Somers,Margaret George,312194390,9.78031E+12,eng,939,9/15/98,Griffin,
Henry VIII (Shakespeare  Pelican),William Shakespeare/Stephen Orgel,140714758,9.78014E+12,eng,126,8/1/01,Penguin Classics,
The Memoirs of Cleopatra,Margaret George,330353829,9.78033E+12,eng,1139,1/10/98,MacMillan General Books,
Saint George and the Dragon,Margaret Hodges/Trina Schart Hyman,316367958,9.78032E+12,eng,32,9/4/90,Little  Brown Books for Young Readers,
Kiss Me Like a Stranger: My Search for Love and Art,Gene Wilder,312337078,9.78031E+12,eng,261,3/7/06,St. Martin's Griffin,
Wie ich eines schönen Morgens im April das 100%ige Mädchen sah,Haruki Murakami/Nora Bierich,3499222507,9.7835E+12,ger,218,8/1/98,Rowohlt Tb,
The Complete Sherlock Holmes  Volume I,Arthur Conan Doyle/Kyle Freeman,1593080344,9.78159E+12,eng,709,9/1/03,Barnes  Noble Classics,
The Complete Sherlock Holmes  Volume II,Arthur Conan Doyle/Kyle Freeman,1593080409,9.78159E+12,eng,709,10/1/03,Barnes  Noble Classics,
The Last of Her Kind,Sigrid Nunez,312425945,9.78031E+12,eng,391,12/12/06,Picador USA,
Anatomy of Love: A Natural History of Mating  Marriage  and Why We Stray,Helen Fisher,449908976,9.78045E+12,en-US,432,1/3/94,Ballantine Books,
The Devil's in the Details (A Camilla MacPhee Mystery  #4),Mary Jane Maffini,189491712X,9.78189E+12,eng,320,10/1/04,Napoleon and Co,
Wigfield: The Can-Do Town That Just May Not,Amy Sedaris/Stephen Colbert/Paul Dinello,1565117727,9.78157E+12,eng,5,5/19/04,Highbridge Audio,
The SantaLand Diaries and Season's Greetings,David Sedaris/Joe Mantello,822216310,9.78082E+12,eng,54,12/1/98,Dramatists Play Service,
Jenny and the Jaws of Life: Short Stories,Jincy Willett/David Sedaris,312306180,9.78031E+12,en-US,272,9/14/02,St. Martin's Griffin,
Venac sonetnih venaca; Puževa srma,Dobrica Erić,8644101277,9.78864E+12,srp,222,1/1/96,"Izdavačka agencija ""Draganić""",
View With a Grain of Sand: Selected Poems,Wisława Szymborska/Stanisław Barańczak/Clare Cavanagh,156002167,9.78016E+12,eng,214,5/26/95,Mariner Books,
View with a Grain of Sand: Selected Poems,Wisława Szymborska,571191630,9.78057E+12,eng,214,10/23/96,Faber  Faber,
Poems New and Collected,Wisława Szymborska/Clare Cavanagh,156011468,9.78016E+12,eng,296,11/16/00,Mariner Books,
Sounds  Feelings  Thoughts:  Seventy Poems by Wislawa Szymborska,Wisława Szymborska/Magnus J. Kruyski,691013802,9.78069E+12,eng,232,8/21/81,Princeton University Press,
Miracle Fair: Selected Poems,Wisława Szymborska/Joanna Trzeciak/Czesław Miłosz,393323854,9.78039E+12,eng,159,11/17/02,W. W. Norton  Company,
Jane Eyre,Charlotte Brontë/Michael Mason,142437204,9.78014E+12,eng,532,2/4/03,Penguin,
The Far Pavilions,M.M. Kaye,517333414,9.78052E+12,eng,0,12/12/88,Random House Value Publishing,
Death in Kashmir,M.M. Kaye,312263104,9.78031E+12,eng,256,12/1/00,St. Martins Press-3PL,
The Sun in the Morning: My Early Years in India and England,M.M. Kaye,312049994,9.78031E+12,en-US,454,9/1/90,St. Martin's Press,
Death in the Andamans,M.M. Kaye,312252811,9.78031E+12,eng,272,2/11/00,Minotaur Books,
Death in Berlin,M.M. Kaye,312263082,9.78031E+12,eng,272,6/8/00,Minotaur Books,
The Far Pavilions,M.M. Kaye,031215125X,9.78031E+12,en-US,958,1/15/97,St. Martin's Griffin,
Enchanted Evening,M.M. Kaye,312265816,9.78031E+12,eng,368,12/5/00,St. Martin's Press,
Pathologies of Power: Health  Human Rights and the New War on the Poor,Paul Farmer/Amartya Sen,520243269,9.78052E+12,eng,438,11/22/04,University of California Press,
Infections and Inequalities: The Modern Plagues,Paul Farmer,520229134,9.78052E+12,eng,424,2/23/01,University of California Press,
Mountains Beyond Mountains: The Quest of Dr. Paul Farmer  a Man Who Would Cure the World,Tracy Kidder,812973011,9.78081E+12,eng,333,8/31/04,Random House Trade,
The Tao of Physics: An Exploration of the Parallels between Modern Physics and Eastern Mysticism,Fritjof Capra,1570625190,9.78157E+12,eng,366,1/4/00,Shambhala,
Dr. Mary's Monkey: How the Unsolved Murder of a Doctor  a Secret Laboratory in New Orleans and Cancer-Causing Monkey Viruses are Linked to Lee Harvey Oswald  the JFK Assassination and Emerging Global Epidemics,Edward T. Haslam/Jim Marrs,977795306,9.78098E+12,eng,374,4/1/07,Trine Day,
The Art of Richard P. Feynman,Michelle Feynman,2884490477,9.78288E+12,en-US,174,7/1/95,Routledge,
The Early History of God: Yahweh and the Other Deities in Ancient Israel,Mark S. Smith/Patrick D. Miller,080283972X,9.7808E+12,eng,243,8/28/02,Eerdmans,
Haiti  History  and the Gods,Joan Dayan/Colin Dayan,520213688,9.78052E+12,eng,362,3/10/98,University of California Press,
Acts of God: The Unnatural History of Natural Disaster in America,Ted Steinberg,195309685,9.7802E+12,eng,309,6/1/06,Oxford University Press  USA,
The World's Religions,Huston Smith,62508113,9.78006E+12,eng,416,9/13/91,HarperOne,
Introduction to World Religions,Christopher Partridge,800637143,9.7808E+12,eng,495,3/24/05,Augsburg Fortress Publishing,
FDR's Folly: How Roosevelt and His New Deal Prolonged the Great Depression,Jim  Powell,140005477X,9.7814E+12,eng,352,9/28/04,Crown Forum,
Folly and Glory (The Berrybender Narratives  #4),Larry McMurtry,743262727,9.78074E+12,en-US,358,8/8/05,Simon  Schuster,
The Argumentative Indian: Writings on Indian History  Culture and Identity,Amartya Sen,031242602X,9.78031E+12,eng,432,9/5/06,Picador,
Argumentative Indian: Writings On Indian History Culture And Identity,Amartya Sen,713996870,9.78071E+12,eng,391,6/28/05,Allen Lane,
Things to Bring  S#!t to Do: And Other Inventories of Anxiety: My Life in Lists,Karen Rizzo,1584795425,9.78158E+12,eng,160,10/1/06,Stewart  Tabori and Chang,
